Concept_Level_2,Concept_Level_1,Concept_Level_0,Rule Name (Old) , The Questions,Rule_Question Number (Keep!),Concept Class
Nouns & Pronouns,Possessive Nouns,Plural Possessive,Plural Possessive,"{""0"":""The {dogs'} toys were scattered around the floor.""}",2086,Grammar Concepts
Nouns & Pronouns,Possessive Nouns,Singular Possessive,Plural vs. Singular Possessive,"{""0"":""My Irregular Nouns: Child's {grades} could be better.""}",2084,Grammar Concepts
Nouns & Pronouns,Possessive Nouns,Possessive Nouns,Possessive Nouns,"{""0"":""The {sheet's} colors looked like a rainbow.""}",1701,Grammar Concepts
Nouns & Pronouns,Possessive Nouns,Possessive Nouns,Possessive Nouns,"{""0"":""The {ship's} sail flaps in the wind.""}",1702,Grammar Concepts
Nouns & Pronouns,Possessive Nouns,Possessive Nouns,Possessive Nouns,"{""0"":""{Sam's} crew rode a boat down the river.""}",1703,Grammar Concepts
Nouns & Pronouns,Possessive Nouns,Possessive Nouns,Possessive Nouns,"{""0"":""My {friend's} calligraphy is improving.""}",1704,Grammar Concepts
Nouns & Pronouns,Possessive Nouns,Possessive Nouns,Possessive Nouns,"{""0"":""The {guest's} shoes were placed in the corner.""}",1705,Grammar Concepts
Nouns & Pronouns,Possessive Nouns,Possessive Nouns,Possessive Nouns,"{""0"":""{Paul's} flight will be late because of a storm.""}",1706,Grammar Concepts
Nouns & Pronouns,Possessive Nouns,Possessive Nouns,Possessive Nouns,"{""0"":""Suddenly, wings sprouted from the {car's} doors.""}",1707,Grammar Concepts
Nouns & Pronouns,Possessive Nouns,Possessive Nouns,Possessive Nouns,"{""0"":""My {country's} leaders decided to meet.""}",1708,Grammar Concepts
Nouns & Pronouns,Possessive Nouns,Possessive Nouns,Possessive Nouns,"{""0"":""There will be {tests} on Friday.""}",1709,Grammar Concepts
Nouns & Pronouns,Possessive Nouns,Possessive Nouns,Possessive Nouns,"{""0"":""My {sister's} hair is short.""}",1710,Grammar Concepts
Nouns & Pronouns,Possessive Nouns,Possessive Nouns,Possessive Nouns,"{""0"":""The old {taxi's} seats are tearing.""}",1711,Grammar Concepts
Nouns & Pronouns,Possessive Nouns,Possessive Nouns,Possessive Nouns,"{""0"":""My {cousins} live in Canada.""}",1712,Grammar Concepts
Nouns & Pronouns,Possessive Nouns,Possessive Nouns,Possessive Nouns,"{""0"":""The {pizzerias} around here are amazing!""}",1713,Grammar Concepts
Nouns & Pronouns,Possessive Nouns,Possessive Nouns,Possessive Nouns,"{""0"":""The {fox's} nose wriggled out of curiosity.""}",2074,Grammar Concepts
Nouns & Pronouns,Possessive Nouns,Possessive Nouns,Possessive Nouns,"{""0"":""My {jacket's} zipper is stuck.""}",2075,Grammar Concepts
Nouns & Pronouns,Possessive Nouns,Possessive Nouns,Possessive Nouns,"{""0"":""Our {team's} name is, \\""\\""The Funky Monkeys.\\""\\""""}",2076,Grammar Concepts
Nouns & Pronouns,Possessive Nouns,Possessive Nouns,Possessive Nouns,"{""0"":""The dancer's {moves} make it seem like he is floating in the air.""}",2077,Grammar Concepts
Nouns & Pronouns,Possessive Nouns,Possessive Nouns,Possessive Nouns,"{""0"":""How often do Abu Dhabi's {citizens} eat camel meat?""}",2078,Grammar Concepts
Nouns & Pronouns,Possessive Nouns,Possessive Nouns,Possessive Nouns,"{""0"":""Grace's {writings} were published in the school newspaper.""}",2079,Grammar Concepts
Nouns & Pronouns,Possessive Nouns,Possessive Nouns,Possessive Nouns,"{""0"":""Amanda's {riddles} are very hard to solve.""}",2080,Grammar Concepts
Nouns & Pronouns,Possessive Nouns,Possessive Nouns,Possessive Nouns,"{""0"":""These three {writers'} respective styles are similar.""}",2081,Grammar Concepts
Nouns & Pronouns,Possessive Nouns,Possessive Nouns,Possessive Nouns,"{""0"":""The five {poems'} themes relate to love.""}",2082,Grammar Concepts
Nouns & Pronouns,Possessive Nouns,Possessive Nouns,Possessive Nouns,"{""0"":""Opera {singers} have a very wide range.""}",2083,Grammar Concepts
Nouns & Pronouns,Possessive Nouns,Singular Possessive,Possessive Nouns,"{""0"":""The {guest's} shoes were placed in the corner.""}",922,Grammar Concepts
Nouns & Pronouns,Possessive Nouns,Singular Possessive,Possessive Nouns,"{""0"":""{Andy's} favorite sport is basketball.""}",1699,Grammar Concepts
Nouns & Pronouns,Possessive Nouns,Singular Possessive,Possessive Nouns,"{""0"":""The {church's} towers are magnificent.""}",1700,Grammar Concepts
Nouns & Pronouns,Possessive Nouns,Singular Possessive,Possessive Pronouns,"{""0"":""Jon and Susie have the same shoes, but his are red and {hers} are green.""}",2029,Grammar Concepts
Nouns & Pronouns,Possessive Nouns,Singular Possessive,Singular Possessive,"{""0"":""Is {Tom's} locker open right now?""}",2072,Grammar Concepts
Nouns & Pronouns,Possessive Nouns,Singular Possessive,Singular Possessive,"{""0"":""Of all the acts performed, {Mary's} act was the best.""}",2073,Grammar Concepts
Nouns & Pronouns,Possessive Nouns,Subjective Pronouns,Subjective Pronouns,"{""0"":""Have you seen Mary? {She} was here earlier.""}",2015,Grammar Concepts
Nouns & Pronouns,Possessive Nouns,Plural Possessive,z,"{""0"":""All five of the {poems'} themes relate to love.""}",2085,Grammar Concepts
Nouns & Pronouns,Possessive Pronouns,Possessive Pronouns,"Subjective, Objective, and Possessive Pronouns","{""0"":""We have the same bag, but yours is newer than {mine}.""}",2020,Grammar Concepts
Nouns & Pronouns,Possessive Pronouns,Possessive Pronouns,"Subjective, Objective, and Possessive Pronouns","{""0"":""If we score one more point, the trophy will be {ours}.""}",2021,Grammar Concepts
Nouns & Pronouns,Possessive Pronouns,Possessive Pronouns,"Subjective, Objective, and Possessive Pronouns","{""0"":""The lack of focus in our group is a problem of {ours}.""}",2024,Grammar Concepts
Nouns & Pronouns,Possessive Pronouns,Possessive Pronouns,"Subjective, Objective, and Possessive Pronouns","{""0"":""May I use your phone? I have misplaced {mine}.""}",2027,Grammar Concepts
Nouns & Pronouns,Possessive Pronouns,Possessive Pronouns,,"{""0"":""Jon and Susie have the same shoes, but his are red and {hers} are green.""}",439,Grammar Concepts
Commonly Confused Words,"Pour, Poor",Poor,"Pour, Poor","{""0"":""The {poor} turtle had to walk home alone in the rain.""}",831,Grammar Concepts
Commonly Confused Words,"Pour, Poor",Poor,"Pour, Poor","{""0"":""There is currently a large gap between the wealthy and the {poor} in most countries.""}",833,Grammar Concepts
Commonly Confused Words,"Pour, Poor",Pour,"Pour, Poor","{""0"":""Make sure to {pour} the water slowly so it does not spill.""}",832,Grammar Concepts
Prepositions,Prepositional Phrases,Prepositional Phrases: Adverb,,"{""0"":""The lady leaning {against} the wall seems tired.""}",379,Grammar Concepts
Prepositions,Prepositional Phrases,Prepositional Phrases: Adverb,,"{""0"":""Fred strolled {through} the park today.""}",380,Grammar Concepts
Prepositions,Prepositional Phrases,Prepositional Phrases: Adverb,,"{""0"":""Jimmy rustled {in} the nearby shrub.""}",622,Grammar Concepts
Prepositions,Prepositions of Location,At (Place),At (Place),"{""0"":""She parked her car {at} the local diner.""}",1513,Grammar Concepts
Prepositions,Prepositions of Location,At (Place),"At, In, On (Place)","{""0"":""I live {at} the end of my street.""}",1514,Grammar Concepts
Prepositions,Prepositions of Location,At (Place),"At, In, On (Place)","{""0"":""Relative Pronouns: Why don't we meet {at} my place tonight?""}",1515,Grammar Concepts
Prepositions,Prepositions of Location,At (Place),"At, In, On (Place)","{""0"":""My sister works {at} a law firm.""}",1516,Grammar Concepts
Prepositions,Prepositions of Location,In (Place),"At, In, On (Place)","{""0"":""The Running of the Bulls Introductory Words: Still occurs every year {in} Spain.""}",1517,Grammar Concepts
Prepositions,Prepositions of Location,In (Place),"At, In, On (Place)","{""0"":""Don't tell me you locked your keys {in} your car again.""}",1518,Grammar Concepts
Prepositions,Prepositions of Location,In (Place),"At, In, On (Place)","{""0"":""I keep my new wallet {in} my pocket.""}",1519,Grammar Concepts
Prepositions,Prepositions of Location,In (Place),"At, In, On (Place)","{""0"":""The car had a built {in} safe for emergencies.""}",1520,Grammar Concepts
Prepositions,Prepositions of Location,In (Place),"At, In, On (Place)","{""0"":""Let's put these books {in} a box and ship them.""}",1521,Grammar Concepts
Prepositions,Prepositions of Location,On (Place),"At, In, On (Place)","{""0"":""Let's place the table {on} the floor.""}",1522,Grammar Concepts
Prepositions,Prepositions of Location,On (Place),"At, In, On (Place)","{""0"":""All the gazelles {on} the plain are galloping.""}",1523,Grammar Concepts
Prepositions,Prepositions of Location,On (Place),"At, In, On (Place)","{""0"":""The zig"",""1"":""zag print {on} the carpet is exotic.""}",1524,Grammar Concepts
Prepositions,Prepositions of Location,On (Place),"At, In, On (Place)","{""0"":""Remember to mark the date {on} your calendars.""}",1525,Grammar Concepts
Prepositions,Prepositions of Location,In (Place),In (Place),"{""0"":""We set up laser tag {in} the living room.""}",1526,Grammar Concepts
Prepositions,Prepositions of Location,On (Place),On (Place),"{""0"":""There is a wreath hanging {on} the wall.""}",1527,Grammar Concepts
Prepositions,Prepositions of Time,At (Time),At (Time),"{""0"":""I go to bed {at} 9:00 P.M.""}",1496,Grammar Concepts
Prepositions,Prepositions of Time,At (Time),"At, In, On (Time)","{""0"":""The train will arrive {at} 4:30 P.M.""}",1497,Grammar Concepts
Prepositions,Prepositions of Time,At (Time),"At, In, On (Time)","{""0"":""We are supposed to meet back here {at} 2:00 P.M.""}",1498,Grammar Concepts
Prepositions,Prepositions of Time,At (Time),"At, In, On (Time)","{""0"":""The birds take flight {at} six o'clock in the morning.""}",1499,Grammar Concepts
Prepositions,Prepositions of Time,At (Time),"At, In, On (Time)","{""0"":""Class will end {at} 11:00 today.""}",1500,Grammar Concepts
Prepositions,Prepositions of Time,In (Time),"At, In, On (Time)","{""0"":""Flowers always bloom {in} the spring.""}",1501,Grammar Concepts
Prepositions,Prepositions of Time,In (Time),"At, In, On (Time)","{""0"":""I will practice piano {in} the morning.""}",1502,Grammar Concepts
Prepositions,Prepositions of Time,In (Time),"At, In, On (Time)","{""0"":""{In} the winter, my family likes to stay at our cabin.""}",1503,Grammar Concepts
Prepositions,Prepositions of Time,In (Time),"At, In, On (Time)","{""0"":""My professor likes to hold discussions {in} the evening.""}",1504,Grammar Concepts
Prepositions,Prepositions of Time,In (Time),"At, In, On (Time)","{""0"":""I think our next vacation is {in} March.""}",1505,Grammar Concepts
Prepositions,Prepositions of Time,On (Time),"At, In, On (Time)","{""0"":""Is our next quiz {on} Thursday?""}",1506,Grammar Concepts
Prepositions,Prepositions of Time,On (Time),"At, In, On (Time)","{""0"":""Our next big game is {on} the 6th of March.""}",1507,Grammar Concepts
Prepositions,Prepositions of Time,On (Time),"At, In, On (Time)","{""0"":""We will go to the swap meet {on} Friday.""}",1508,Grammar Concepts
Prepositions,Prepositions of Time,On (Time),"At, In, On (Time)","{""0"":""{On} Monday, we will learn how magnets work.""}",1509,Grammar Concepts
Prepositions,Prepositions of Time,On (Time),"At, In, On (Time)","{""0"":""Don't move, there is something {on} your shoulder.""}",1510,Grammar Concepts
Prepositions,Prepositions of Time,In (Time),In (Time),"{""0"":""{In} the spring, my family and I go to the lakeside.""}",1511,Grammar Concepts
Prepositions,Prepositions of Time,On (Time),On (Time),"{""0"":""My parents' anniversary is {on} the 12th.""}",1512,Grammar Concepts
Verbs,Progressive Tense,Future Progressive,Future Progressive,"{""0"":""My dad will {be waiting} to pick us up by the soccer field.""}",1382,Grammar Concepts
Verbs,Progressive Tense,Future Progressive,Future Progressive,"{""0"":""Tonight, Danielle will {be working} late, so we need to be quiet.""}",1383,Grammar Concepts
Verbs,Progressive Tense,Past Progressive,Past Progressive,"{""0"":""Mindy was {reading} in her bed when she felt a bug on her leg.""}",1380,Grammar Concepts
Verbs,Progressive Tense,Past Progressive,Past Progressive,"{""0"":""You were {strolling} through the park when I called your name.""}",1381,Grammar Concepts
Verbs,Progressive Tense,Present Progressive,Present Progressive,"{""0"":""I am {going} to pick up my package immediately.""}",1366,Grammar Concepts
Verbs,Progressive Tense,Present Progressive,Present Progressive,"{""0"":""My cat is {licking} itself clean.""}",1367,Grammar Concepts
Verbs,Progressive Tense,Future Progressive,Progressive Tense,"{""0"":""The fireworks will already {be going} off by the time you arrive.""}",1376,Grammar Concepts
Verbs,Progressive Tense,Future Progressive,Progressive Tense,"{""0"":""For the next year, my friend will {be staying} with his aunt.""}",1377,Grammar Concepts
Verbs,Progressive Tense,Future Progressive,Progressive Tense,"{""0"":""Mrs. Hall will {be visiting} her doctor, so today we will have a substitute.""}",1378,Grammar Concepts
Verbs,Progressive Tense,Future Progressive,Progressive Tense,"{""0"":""This evening, Brianna will {be playing} her first recital.""}",1379,Grammar Concepts
Verbs,Progressive Tense,Past Progressive,Progressive Tense,"{""0"":""Drew was {answering} the door when the phone rang.""}",1372,Grammar Concepts
Verbs,Progressive Tense,Past Progressive,Progressive Tense,"{""0"":""I {was listening} to music when you called me, so I couldn't hear you.""}",1373,Grammar Concepts
Verbs,Progressive Tense,Past Progressive,Progressive Tense,"{""0"":""You {were reading} webcomics while I was doing all the work.""}",1374,Grammar Concepts
Verbs,Progressive Tense,Past Progressive,Progressive Tense,"{""0"":""Walt {was picking} berries all day to give to his brother and sister.""}",1375,Grammar Concepts
Verbs,Progressive Tense,Present Progressive,Progressive Tense,"{""0"":""Mark is currently {finishing} the book I gave him.""}",1368,Grammar Concepts
Verbs,Progressive Tense,Present Progressive,Progressive Tense,"{""0"":""Makayla {is looking} for her phone right now.""}",1369,Grammar Concepts
Verbs,Progressive Tense,Present Progressive,Progressive Tense,"{""0"":""I {am trying} to get into better shape.""}",1370,Grammar Concepts
Verbs,Progressive Tense,Present Progressive,Progressive Tense,"{""0"":""You {are wearing} a crazy outfit!""}",1371,Grammar Concepts
Nouns & Pronouns,Pronoun Shift,Gender Pronoun Shift,Pronoun Shift,"{""0"":""When my Mom was in school, {she} would play jacks all the time."",""1"":""When my {Dad} was in school, {he} would play jacks all the time.""}",1182,Grammar Concepts
Nouns & Pronouns,Pronoun Shift,Gender Pronoun Shift,Pronoun Shift,"{""0"":""{She} hit the mailbox pulling out of her driveway."",""1"":""He hit the mailbox pulling out of {his} driveway.""}",1186,Grammar Concepts
Nouns & Pronouns,Pronoun Shift,Number Pronoun Shift,Pronoun Shift,"{""0"":""Joe wants to become {an astronaut} when {he is} older."",""1"":""{They want} to become astronauts when they are older.""}",1181,Grammar Concepts
Nouns & Pronouns,Pronoun Shift,Number Pronoun Shift,Pronoun Shift,"{""0"":""They need to go to {their} own {beds} to sleep."",""1"":""{He} needs to go to his own bed to sleep.""}",1183,Grammar Concepts
Nouns & Pronouns,Pronoun Shift,Number Pronoun Shift,Pronoun Shift,"{""0"":""When we make pizza, {we} use the right amount of sauce."",""1"":""When {they} make pizza, they use the right amount of sauce.""}",1184,Grammar Concepts
Nouns & Pronouns,Pronoun Shift,Number Pronoun Shift,Pronoun Shift,"{""0"":""Most Irregular Nouns: People feel healthy when {they} exercise daily."",""1"":""{We} Irregular Nouns: People feel healthy when we exercise daily."",""2"":""{We} feel healthy when we exercise daily."",""3"":""Most {of us} feel healthy when we exercise daily."",""4"":""{Those} Irregular Nouns: People feel healthy when {they} exercise daily."",""5"":""{They} feel healthy when {they} exercise daily.""}",1185,Grammar Concepts
Nouns & Pronouns,Pronoun Shift,Number Pronoun Shift,Pronoun Shift,"{""0"":""When everybody receives their diploma, {they} will shake hands with the principal.""}",1187,Grammar Concepts
Nouns & Pronouns,Pronoun Shift,Pronoun Shift: Singular,Pronoun Shift: Singular,"{""0"":""As my Dad followed everyone to the plane, {he} had his pass ready."",""1"":""As my {Mom} followed everyone to the plane, she had his pass ready."",""2"":""As my Dad followed everyone to the plane, {they} had his pass ready.""}",1179,Grammar Concepts
Nouns & Pronouns,Pronoun Shift,Pronoun Shift: Singular,Pronoun Shift: Singular,"{""0"":""When he makes a mistake, show {him} how to improve."",""1"":""When {she} makes a mistake, show her how to improve.""}",1180,Grammar Concepts
Nouns & Pronouns,Pronoun Shift,Pronoun Shift: Plural,,"{""0"":""When everybody receives their diploma, {they} will shake hands with the principal.""}",458,Grammar Concepts
