entry,type,Curriculum Assigned Optimal Status,label,Optional - Curriculum Label,Optional - Highlight,Optional - AutoML Label,Optional - AutoML Primary Feedback,Optional - AutoML Secondary Feedback
analyzing hundreds of hours of sounds is cumbersome.,prompt,suboptimal,Label_9,,,,,
"analyzing is slow, and takes a lot of man-hours to monitor, and reproduce these sounds.",prompt,suboptimal,Label_9,,,,,
analyzing recordings can be a slow and labor-intensive task.,prompt,suboptimal,Label_9,,,,,
analyzing sound recordings takes a great deal of time and labor.,prompt,suboptimal,Label_9,,,,,
analyzing the recordings can be quite difficult and time consuming for scientists.,test,suboptimal,Label_9,,,,,
analyzing the recordings can take a long time due to having to review the recording one at a time.,prompt,suboptimal,Label_9,,,,,
"analyzing the recordings takes a lot of time and labor, especially as there are hundreds upon hundreds of hours of records to analyze.",prompt,suboptimal,Label_9,,,,,
analyzing the recordings takes time and a lot of work.,prompt,suboptimal,Label_9,,,,,
analyzing these recordings takes a long time using the traditional approach.,prompt,suboptimal,Label_9,,,,,
analyzing these sounds can be labor-intensive and slow.,test,suboptimal,Label_9,,,,,
analyzing these sounds can be slow and labor-intensive.,prompt,suboptimal,Label_9,,,,,
analyzing these sounds is a very slow process.,prompt,suboptimal,Label_9,,,,,
analyzing the sound recordings are slow and labor intensive.,prompt,suboptimal,Label_9,,,,,
analyzing the sounds can be slow and labor intensive.,prompt,suboptimal,Label_9,,,,,
analyzing those sound recordings is a slow and labor-intensive task.,test,suboptimal,Label_9,,,,,
completing this listening can be a slow and labor-intensive task.,prompt,suboptimal,Label_9,,,,,
going over the recordings of these sounds can be a slow and long process.,prompt,suboptimal,Label_9,,,,,
going through the recordings of a reef is a labor intensive process.,prompt,suboptimal,Label_9,,,,,
going through these recordings can take a long time and require a lot of effort.,prompt,suboptimal,Label_9,,,,,
it can be a long process to analyze the recordings.,test,suboptimal,Label_9,,,,,
it can take a lot of time and work to actually listen to coral reefs.,prompt,suboptimal,Label_9,,,,,
it can take a lot of time for people to go through all of the recordings in order to figure out the health of the reefs.,prompt,suboptimal,Label_9,,,,,
it is slow and takes a lot of work and specialized equipment and is challenging to pick out appropriate sounds.,prompt,suboptimal,Label_9,,,,,
it is slow and tedious to analyze the audio recordings of the reefs.,prompt,suboptimal,Label_9,,,,,
"it is very time and labor intensive, requiring scientists to sift through mountains of recordings.",test,suboptimal,Label_9,,,,,
it requires listening to hundreds and hundreds of hours of recordings for scientists to analyze.,prompt,suboptimal,Label_9,,,,,
it's a slow process analyzing the data recorded manually.,prompt,suboptimal,Label_9,,,,,
it takes a tremendous amount of time for scientists to analyze the sounds of a reef.,prompt,suboptimal,Label_9,,,,,
it takes a very long time for scientists to analyze and interpret the recorded noise.,prompt,suboptimal,Label_9,,,,,
it will be slow and take a lot of work as there are hundreds of hours of recordings to analyze.,test,suboptimal,Label_9,,,,,
listening to and analyzing these recordings can be a slow and labor-intensive task.,prompt,suboptimal,Label_9,,,,,
listening to hundreds of hours of recordings can be tedious.,prompt,suboptimal,Label_9,,,,,
listening to the audio recordings of coral reefs can be a slow and laborious process.,prompt,suboptimal,Label_9,,,,,
manually analyzing these audio recordings is a slow and labor-intensive process.,prompt,suboptimal,Label_9,,,,,
monitoring the sounds is a slow and labor intensive process.,test,suboptimal,Label_9,,,,,
recordings of coral reefs can be hundreds of hours long and are difficult to analyze them all.,prompt,suboptimal,Label_9,,,,,
scientists have so many thousands of hours of taped sound that it would be difficult to process them all.,prompt,suboptimal,Label_9,,,,,
studying them can take up a lot of time.,prompt,suboptimal,Label_9,,,,,
the amount of data to be analyzed when recording these sounds is difficult for human scientists to do on their own.,prompt,suboptimal,Label_9,,,,,
"the analysis is slow and labor-intensive, as these sounds happen at different times of the day requiring hundreds of hours of recording.",test,suboptimal,Label_9,,,,,
the process of analyzing recordings is labor intensive and generally impractical.,prompt,suboptimal,Label_9,,,,,
the process of analyzing reef sounds can be dull and complicated for humans.,prompt,suboptimal,Label_9,,,,,
there are too many hours of audio for scientists to be able to do this.,prompt,suboptimal,Label_9,,,,,
there are too many hours of recorded sound for them to listen to without assistance.,prompt,suboptimal,Label_9,,,,,
there are too many hours of recorded sounds for scientists to monitor by themselves.,test,suboptimal,Label_9,,,,,
there are too many hours of recordings for scientists to analyze on their own.,prompt,suboptimal,Label_9,,,,,
there are too many sound recordings for scientists to analyze themselves.,prompt,suboptimal,Label_9,,,,,
there are too many sounds for scientists to analyze.,prompt,suboptimal,Label_9,,,,,
tracking these sounds can be slow and labor-intensive.,prompt,suboptimal,Label_9,,,,,
"until recently, hasn't been an efficient way to monitor these sounds.",test,suboptimal,Label_9,,,,,
"using traditional approaches is difficult and labor-intensive, requiring scientists to listen to hundreds of hours of recordings.",prompt,suboptimal,Label_9,,,,,
analyzing the recordings is a challenging task.,prompt,suboptimal,Label_9,,,,,
analyzing the sounds can be a very arduous job.,prompt,suboptimal,Label_9,,,,,
the process of analyzing these recordings can be deliberate.,prompt,suboptimal,Label_9,,,,,
the sounds are difficult to interpret by the human ear only.,test,suboptimal,Label_9,,,,,
large amounts of data are required to be collected and interpreted.,prompt,suboptimal,Label_9,,,,,
scientists need to sift through large amounts of data to detect healthy and unhealthy reefs.,prompt,suboptimal,Label_9,,,,,
they need to study recordings.,prompt,suboptimal,Label_9,,,,,
listening to the audio recordings of them underwater helps scientists to review recordings one at a time.,prompt,suboptimal,Label_9,,,,,
they look for specific traits and sounds to view the visual of hundreds of recordings.,test,suboptimal,Label_9,,,,,
old ways of reviewing recordings were very tedious and took a long time.,prompt,suboptimal,Label_9,,,,,
reviewing hours of audio recordings is a slow and difficult task.,prompt,suboptimal,Label_9,,,,,
it's difficult to monitor the sounds of the ocean.,prompt,suboptimal,Label_9,,,,,
it is too time consuming to listen to recordings.,prompt,suboptimal,Label_9,,,,,
it is too far for scientists to analyze it on their own.,test,suboptimal,Label_9,,,,,
there is audio recordings underwater.,prompt,suboptimal,Label_9,,,,,
they must listen specific acoustic traits or look at visual representations of the sound,prompt,suboptimal,Label_9,,,,,
the well-being of reefs and their inhabitants slow and labor-intensive task.,prompt,suboptimal,Label_9,,,,,
it slow and labor-intensive.,prompt,suboptimal,Label_9,,,,,
it is a slow a laboring task otherwise.,test,suboptimal,Label_9,,,,,
analyzing the recordings can be a slow and labor intensive process.,prompt,suboptimal,Label_9,,,,,
they listen to audio recordings to see the heath of the reef by listening to certain acoustic traits.,prompt,suboptimal,Label_9,,,,,
"there is many hours of recordings, which is way too much for scientists to analyze.",prompt,suboptimal,Label_9,,,,,
a healthy coral reef makes crackling sounds whereas an unhealthy coral reef is silent.,prompt,optimal,Optimal_1,,,,,
"a healthy coral reef will have a lot of sounds made by the animals that live there, and an unhealthy coral reef will be quiet.",test,optimal,Optimal_1,,,,,
healthy coral reefs have loud and crackling sounds like a campfire and unhealthy reefs are quieter.,prompt,optimal,Optimal_1,,,,,
"healthy coral reefs make loud, popping sounds but unhealthy reefs are quieter.",prompt,optimal,Optimal_1,,,,,
healthy coral reefs produce more and louder noises than an unhealthy reef.,prompt,optimal,Optimal_1,,,,,
healthy coral reefs produce more sound than unhealthy coral reefs.,prompt,optimal,Optimal_1,,,,,
healthy reef makes sounds and unhealthy will be usually quite.,test,optimal,Optimal_1,,,,,
healthy reefs are much more noisy and unhealthy reefs are quieter.,prompt,optimal,Optimal_1,,,,,
healthy reefs have vibrant sounds of life while a dying or dead reef will be almost eerily quiet.,prompt,optimal,Optimal_1,,,,,
healthy reefs make a certain sound and unhealthy ones are quieter.,prompt,optimal,Optimal_1,,,,,
"reefs that are alive and well have loud, crackling sounds like a campfire whereas dead reefs are quiet.",prompt,optimal,Optimal_1,,,,,
these underwater sounds different between healthy and damaged reefs as healthy reefs emitting vibrant and cracking sounds while damaged reefs are quieter.,test,optimal,Optimal_1,,,,,
a healthy coral reef is loud whereas an unhealthy coral reef is eerily quiet.,prompt,optimal,Optimal_1,,,,,
a reef with a better health profile makes significantly discernible sounds compared to its more sickly counterpart.,prompt,optimal,Optimal_1,,,,,
crackling noises are produced by healthy reefs and a more quiet reef is likely to be unhealthy.,prompt,optimal,Optimal_1,,,,,
healthy coral reefs are full of animals making noise; quiet ones have less life.,prompt,optimal,Optimal_1,,,,,
"healthy coral reefs have loud, crackling sounds whereas unhealthy reefs are much more quiet.",test,optimal,Optimal_1,,,,,
"healthy and unhealthy coral reefs have different soundscapes, with a healthy coral reef sounding much like a campfire.",prompt,optimal,Optimal_1,,,,,
"While a sick coral reef is silent, a healthy coral reef produces crackling sounds.",prompt,optimal,Optimal_1,,,,,
"The noises produced by the creatures that inhabit a healthy coral reef will be abundant, but an unhealthy coral reef would be silent.",prompt,optimal,Optimal_1,,,,,
"Unhealthy coral reefs are quieter, whereas healthy coral reefs make loud, crackling noises like a wildfire.",prompt,optimal,Optimal_1,,,,,
"Unhealthy reefs are quieter than healthy reefs, which explode and burst loudly.",test,optimal,Optimal_1,,,,,
More and louder sounds are produced by healthy coral reefs than by sick ones.,prompt,optimal,Optimal_1,,,,,
"Compared to sick coral reefs, healthy coral reefs generate more sound.",prompt,optimal,Optimal_1,,,,,
"A robust reef produces noise, but a weaker one would often be silent.",prompt,optimal,Optimal_1,,,,,
"While ill reefs are quieter, healthy reefs make a lot more noise.",prompt,optimal,Optimal_1,,,,,
"The noises of a healthy reef are alive and lively, whereas a decaying or dead reef will be",test,optimal,Optimal_1,,,,,
"A reef that is in good health produces cracking sounds, whereas one that is ill is silent.",prompt,optimal,Optimal_1,,,,,
"An sick coral reef will be silent, whereas a good coral reef will be alive with the sounds produced by the species that call it home.",prompt,optimal,Optimal_1,,,,,
"The noises of a wildfire are loud and crackling on healthy coral reefs, whereas less healthy reefs are quieter.",prompt,optimal,Optimal_1,,,,,
"While ill reefs are quieter, healthy reefs produce loud, popping sounds.",prompt,optimal,Optimal_1,,,,,
"Compared to an unhealthy reef, a healthy coral reef makes more and louder noises.",test,optimal,Optimal_1,,,,,
More sound is produced by healthy coral reefs than by unhealthy ones.,prompt,optimal,Optimal_1,,,,,
"While diseased reefs are typically silent, healthy reefs produce noises.",prompt,optimal,Optimal_1,,,,,
